0|0|0|0.0
0|0|1|0.012474012474012475
0|0|2|0.04573804573804574
0|0|3|0.2598752598752599
0|0|4|0.632016632016632
0|0|5|0.8835758835758836
0|0|6|0.9646569646569647
0|0|7|0.9667359667359667
0|0|8|0.8648648648648649
0|0|9|0.3284823284823285
0|0|10|0.10602910602910603
0|0|11|0.008316008316008316
0|0|12|0.004158004158004158
0|0|13|0.0
0|0|14|0.0
0|0|15|0.0
0|0|16|0.0
0|0|17|0.0
0|0|18|0.0
0|0|19|0.0
0|1|0|0.004158004158004158
0|1|1|0.04781704781704782
0|1|2|0.39293139293139295
0|1|3|0.8232848232848233
0|1|4|0.7047817047817048
0|1|5|0.340956340956341
0|1|6|0.1392931392931393
0|1|7|0.11226611226611227
0|1|8|0.5218295218295218
0|1|9|0.9002079002079002
0|1|10|0.659043659043659
0|1|11|0.12058212058212059
0|1|12|0.002079002079002079
0|1|13|0.002079002079002079
0|1|14|0.0
0|1|15|0.0
0|1|16|0.0
0|1|17|0.0
0|1|18|0.0
0|1|19|0.0
0|2|0|0.035343035343035345
0|2|1|0.2494802494802495
0|2|2|0.8066528066528067
0|2|3|0.6465696465696466
0|2|4|0.19334719334719336
0|2|5|0.0395010395010395
0|2|6|0.010395010395010396
0|2|7|0.014553014553014554
0|2|8|0.07068607068607069
0|2|9|0.4178794178794179
0|2|10|0.9064449064449065
0|2|11|0.5343035343035343
0|2|12|0.04781704781704782
0|2|13|0.006237006237006237
0|2|14|0.002079002079002079
0|2|15|0.0
0|2|16|0.0
0|2|17|0.0
0|2|18|0.0
0|2|19|0.0
0|3|0|0.07692307692307693
0|3|1|0.6029106029106029
0|3|2|0.8503118503118503
0|3|3|0.35550935550935553
0|3|4|0.029106029106029108
0|3|5|0.006237006237006237
0|3|6|0.004158004158004158
0|3|7|0.002079002079002079
0|3|8|0.012474012474012475
0|3|9|0.13721413721413722
0|3|10|0.7172557172557172
0|3|11|0.8752598752598753
0|3|12|0.16216216216216217
0|3|13|0.012474012474012475
0|3|14|0.0
0|3|15|0.0
0|3|16|0.0
0|3|17|0.0
0|3|18|0.0
0|3|19|0.0
0|4|0|0.24116424116424118
0|4|1|0.9002079002079002
0|4|2|0.7484407484407485
0|4|3|0.12474012474012475
0|4|4|0.004158004158004158
0|4|5|0.0
0|4|6|0.0
0|4|7|0.0
0|4|8|0.0
0|4|9|0.04573804573804574
0|4|10|0.5051975051975052
0|4|11|0.9667359667359667
0|4|12|0.43243243243243246
0|4|13|0.037422037422037424
0|4|14|0.002079002079002079
0|4|15|0.0
0|4|16|0.0
0|4|17|0.0
0|4|18|0.0
0|4|19|0.0
0|5|0|0.4760914760914761
0|5|1|0.9708939708939709
0|5|2|0.6195426195426196
0|5|3|0.07692307692307693
0|5|4|0.002079002079002079
0|5|5|0.0
0|5|6|0.0
0|5|7|0.0
0|5|8|0.002079002079002079
0|5|9|0.033264033264033266
0|5|10|0.29313929313929316
0|5|11|0.9438669438669439
0|5|12|0.6361746361746362
0|5|13|0.056133056133056136
0|5|14|0.0
0|5|15|0.0
0|5|16|0.0
0|5|17|0.0
0|5|18|0.0
0|5|19|0.0
0|6|0|0.6403326403326404
0|6|1|0.9896049896049897
0|6|2|0.48440748440748443
0|6|3|0.04158004158004158
0|6|4|0.004158004158004158
0|6|5|0.0
0|6|6|0.0
0|6|7|0.002079002079002079
0|6|8|0.006237006237006237
0|6|9|0.012474012474012475
0|6|10|0.20582120582120583
0|6|11|0.9147609147609148
0|6|12|0.7297297297297297
0|6|13|0.0997920997920998
0|6|14|0.002079002079002079
0|6|15|0.0
0|6|16|0.0
0|6|17|0.0
0|6|18|0.0
0|6|19|0.0
0|7|0|0.7817047817047817
