0|0|0|0.00530705079605762
0|0|1|0.013646702047005308
0|0|2|0.039423805913570885
0|0|3|0.27824109173616374
0|0|4|0.6709628506444276
0|0|5|0.8938589840788476
0|0|6|0.9704321455648218
0|0|7|0.9613343442001516
0|0|8|0.8658074298711145
0|0|9|0.2971948445792267
0|0|10|0.09021986353297953
0|0|11|0.01592115238817286
0|0|12|0.001516300227445034
0|0|13|0.0
0|0|14|0.0
0|0|15|0.0
0|0|16|0.0
0|0|17|0.0
0|0|18|0.0
0|0|19|0.0
0|1|0|0.009855951478392721
0|1|1|0.04245640636846096
0|1|2|0.43442001516300227
0|1|3|0.8165276724791509
0|1|4|0.6641394996209249
0|1|5|0.31311599696739956
0|1|6|0.14329037149355572
0|1|7|0.13040181956027294
0|1|8|0.5519332827899924
0|1|9|0.8976497346474602
0|1|10|0.623199393479909
0|1|11|0.10083396512509477
0|1|12|0.014404852160727824
0|1|13|7.58150113722517E-4
0|1|14|0.0
0|1|15|0.0
0|1|16|0.0
0|1|17|0.0
0|1|18|0.0
0|1|19|0.0
0|2|0|0.029567854435178165
0|2|1|0.27520849128127367
0|2|2|0.8059135708870356
0|2|3|0.6004548900682335
0|2|4|0.19332827899924185
0|2|5|0.030326004548900682
0|2|6|0.006823351023502654
0|2|7|0.014404852160727824
0|2|8|0.06974981046247157
0|2|9|0.46853677028051555
0|2|10|0.9006823351023503
0|2|11|0.47081122062168307
0|2|12|0.05079605761940864
0|2|13|0.0075815011372251705
0|2|14|0.0
0|2|15|0.0
0|2|16|0.0
0|2|17|0.0
0|2|18|0.0
0|2|19|0.0
0|3|0|0.08946171341925702
0|3|1|0.6353297952994693
0|3|2|0.8316906747536013
0|3|3|0.32752084912812734
0|3|4|0.037149355572403335
0|3|5|0.0075815011372251705
0|3|6|0.003032600454890068
0|3|7|0.001516300227445034
0|3|8|0.009855951478392721
0|3|9|0.15466262319939347
0|3|10|0.733131159969674
0|3|11|0.8430629264594389
0|3|12|0.1463229719484458
0|3|13|0.009855951478392721
0|3|14|0.0
0|3|15|7.58150113722517E-4
0|3|16|0.0
0|3|17|0.0
0|3|18|0.0
0|3|19|0.0
0|4|0|0.28658074298711145
0|4|1|0.8946171341925702
0|4|2|0.7088703563305534
0|4|3|0.1425322213798332
0|4|4|0.01061410159211524
0|4|5|0.001516300227445034
0|4|6|0.001516300227445034
0|4|7|0.0
0|4|8|7.58150113722517E-4
0|4|9|0.05534495830174375
0|4|10|0.5382865807429871
0|4|11|0.9628506444275967
0|4|12|0.3858984078847612
0|4|13|0.026535253980288095
0|4|14|7.58150113722517E-4
0|4|15|7.58150113722517E-4
0|4|16|0.0
0|4|17|0.0
0|4|18|0.0
0|4|19|0.0
0|5|0|0.5003790750568613
0|5|1|0.9727065959059894
0|5|2|0.5852918877937832
0|5|3|0.052312357846853674
0|5|4|0.004548900682335102
0|5|5|0.0
0|5|6|0.001516300227445034
0|5|7|0.001516300227445034
0|5|8|7.58150113722517E-4
0|5|9|0.01288855193328279
0|5|10|0.31311599696739956
0|5|11|0.9423805913570887
0|5|12|0.6186504927975739
0|5|13|0.05079605761940864
0|5|14|0.003032600454890068
0|5|15|0.0
0|5|16|0.0
0|5|17|0.0
0|5|18|0.0
0|5|19|0.0
0|6|0|0.6504927975739196
0|6|1|0.9886277482941622
0|6|2|0.43442001516300227
0|6|3|0.03790750568612585
0|6|4|0.004548900682335102
0|6|5|0.001516300227445034
0|6|6|0.003032600454890068
0|6|7|0.002274450341167551
0|6|8|0.002274450341167551
0|6|9|0.015163002274450341
0|6|10|0.22896133434420016
0|6|11|0.9249431387414708
0|6|12|0.7293404094010614
0|6|13|0.0932524639878696
